satellites, start_query, end_query, longitude, latitude, start_overpass, end_overpass
SENTINEL-5P;CALIPSO,2019-09-15 12:00:00+00:00,2019-09-28 15:00:00+00:00,-16.418949401686707,54.065759672431774,2019-09-21 14:10:00+00:00,2019-09-21 17:45:00+00:00
SENTINEL-5P;CALIPSO,2019-09-15 12:00:00+00:00,2019-09-28 15:00:00+00:00,120.30363031932856,-18.170696354280427,2019-09-19 06:00:00+00:00,2019-09-19 09:25:00+00:00
SENTINEL-5P;CALIPSO,2019-09-15 12:00:00+00:00,2019-09-28 15:00:00+00:00,38.932541463118966,-69.18768745012362,2019-09-16 21:45:00+00:00,2019-09-17 01:25:00+00:00
SENTINEL-5P;CALIPSO,2019-09-28 12:00:00+00:00,2019-10-11 15:00:00+00:00,-97.38184766888436,-60.99875729097357,2019-10-10 07:20:00+00:00,2019-10-10 11:00:00+00:00
SENTINEL-5P;CALIPSO,2019-09-28 12:00:00+00:00,2019-10-11 15:00:00+00:00,33.82867424861873,-25.43040472629847,2019-10-07 23:20:00+00:00,2019-10-08 02:40:00+00:00
SENTINEL-5P;CALIPSO,2019-09-28 12:00:00+00:00,2019-10-11 15:00:00+00:00,-143.25228372855221,79.82309385383462,2019-10-05 15:00:00+00:00,2019-10-05 18:35:00+00:00
SENTINEL-5P;CALIPSO,2019-09-28 12:00:00+00:00,2019-10-11 15:00:00+00:00,96.77794515172053,40.84642840588293,2019-10-03 06:55:00+00:00,2019-10-03 10:30:00+00:00
SENTINEL-5P;CALIPSO,2019-09-28 12:00:00+00:00,2019-10-11 15:00:00+00:00,-128.42131976841455,-31.586672091296634,2019-09-30 22:45:00+00:00,2019-10-01 02:15:00+00:00
SENTINEL-5P;CALIPSO,2019-09-28 12:00:00+00:00,2019-10-11 15:00:00+00:00,157.5784132086345,-56.39760521394204,2019-09-28 14:30:00+00:00,2019-09-28 18:10:00+00:00
SENTINEL-5P;CALIPSO,2019-10-11 12:00:00+00:00,2019-10-24 15:00:00+00:00,116.97539484309127,-74.43067974439074,2019-10-24 08:10:00+00:00,2019-10-24 11:45:00+00:00
SENTINEL-5P;CALIPSO,2019-10-11 12:00:00+00:00,2019-10-24 15:00:00+00:00,17.339801788974906,-48.1623502185969,2019-10-22 00:05:00+00:00,2019-10-22 03:45:00+00:00
SENTINEL-5P;CALIPSO,2019-10-11 12:00:00+00:00,2019-10-24 15:00:00+00:00,144.86934292929166,-12.186754142715033,2019-10-19 16:05:00+00:00,2019-10-19 19:25:00+00:00
SENTINEL-5P;CALIPSO,2019-10-11 12:00:00+00:00,2019-10-24 15:00:00+00:00,43.51038366643021,78.9474959736234,2019-10-17 07:45:00+00:00,2019-10-17 11:20:00+00:00
SENTINEL-5P;CALIPSO,2019-10-11 12:00:00+00:00,2019-10-24 15:00:00+00:00,-156.93374153576517,45.63936270747659,2019-10-14 23:45:00+00:00,2019-10-15 03:20:00+00:00
SENTINEL-5P;CALIPSO,2019-10-11 12:00:00+00:00,2019-10-24 15:00:00+00:00,-16.367325728209412,-44.77042155626384,2019-10-12 15:30:00+00:00,2019-10-12 19:00:00+00:00
SENTINEL-5P;CALIPSO,2019-10-24 12:00:00+00:00,2019-11-06 15:00:00+00:00,-76.92216242367978,-81.705276335454,2019-11-05 00:55:00+00:00,2019-11-05 04:35:00+00:00
SENTINEL-5P;CALIPSO,2019-10-24 12:00:00+00:00,2019-11-06 15:00:00+00:00,123.13479712957184,-53.10369567670549,2019-11-02 16:55:00+00:00,2019-11-02 20:30:00+00:00
SENTINEL-5P;CALIPSO,2019-10-24 12:00:00+00:00,2019-11-06 15:00:00+00:00,-104.30846904878413,0.9602658599154775,2019-10-31 08:50:00+00:00,2019-10-31 12:10:00+00:00
SENTINEL-5P;CALIPSO,2019-10-24 12:00:00+00:00,2019-11-06 15:00:00+00:00,179.48805406665932,67.9136282030253,2019-10-29 00:30:00+00:00,2019-10-29 04:10:00+00:00
SENTINEL-5P;CALIPSO,2019-10-24 12:00:00+00:00,2019-11-06 15:00:00+00:00,-44.84062640290905,32.57903638634859,2019-10-26 16:30:00+00:00,2019-10-26 20:05:00+00:00
SENTINEL-5P;CALIPSO,2019-11-06 12:00:00+00:00,2019-11-19 15:00:00+00:00,173.15182107962931,24.781528687698625,2019-11-19 02:05:00+00:00,2019-11-19 05:20:00+00:00
SENTINEL-5P;CALIPSO,2019-11-06 12:00:00+00:00,2019-11-19 15:00:00+00:00,90.66818619257431,-74.84110805068087,2019-11-16 17:40:00+00:00,2019-11-16 21:20:00+00:00
SENTINEL-5P;CALIPSO,2019-11-06 12:00:00+00:00,2019-11-19 15:00:00+00:00,-123.91457535368482,-40.380724148752066,2019-11-14 09:40:00+00:00,2019-11-14 13:15:00+00:00
SENTINEL-5P;CALIPSO,2019-11-06 12:00:00+00:00,2019-11-19 15:00:00+00:00,10.932957453035451,32.10798633736477,2019-11-12 01:30:00+00:00,2019-11-12 04:55:00+00:00
SENTINEL-5P;CALIPSO,2019-11-06 12:00:00+00:00,2019-11-19 15:00:00+00:00,-79.47782597717718,72.55077055232294,2019-11-09 17:20:00+00:00,2019-11-09 20:55:00+00:00
SENTINEL-5P;CALIPSO,2019-11-06 12:00:00+00:00,2019-11-19 15:00:00+00:00,66.4120260449749,19.55843013574183,2019-11-07 09:15:00+00:00,2019-11-07 12:40:00+00:00
SENTINEL-5P;CALIPSO,2019-11-19 12:00:00+00:00,2019-12-02 15:00:00+00:00,-71.94824241212281,-6.1963147667455525,2019-11-30 18:45:00+00:00,2019-11-30 22:05:00+00:00
SENTINEL-5P;CALIPSO,2019-11-19 12:00:00+00:00,2019-12-02 15:00:00+00:00,-144.6907081539413,-63.236566932307234,2019-11-28 10:25:00+00:00,2019-11-28 14:05:00+00:00
SENTINEL-5P;CALIPSO,2019-11-19 12:00:00+00:00,2019-12-02 15:00:00+00:00,-12.290684595043622,-27.65130376963288,2019-11-26 02:25:00+00:00,2019-11-26 05:55:00+00:00
SENTINEL-5P;CALIPSO,2019-11-19 12:00:00+00:00,2019-12-02 15:00:00+00:00,162.63453003527883,78.45655926051778,2019-11-23 18:05:00+00:00,2019-11-23 21:40:00+00:00
SENTINEL-5P;CALIPSO,2019-11-19 12:00:00+00:00,2019-12-02 15:00:00+00:00,42.06665904326799,60.55381327845713,2019-11-21 10:05:00+00:00,2019-11-21 13:40:00+00:00
SENTINEL-5P;CALIPSO,2019-12-02 12:00:00+00:00,2019-12-15 15:00:00+00:00,-91.1901024853053,35.62196244288271,2019-12-14 19:35:00+00:00,2019-12-14 22:55:00+00:00
SENTINEL-5P;CALIPSO,2019-12-02 12:00:00+00:00,2019-12-15 15:00:00+00:00,66.13774472266834,-71.82845199769967,2019-12-12 11:15:00+00:00,2019-12-12 14:50:00+00:00
SENTINEL-5P;CALIPSO,2019-12-02 12:00:00+00:00,2019-12-15 15:00:00+00:00,-29.37136030499733,-51.00305549384895,2019-12-10 03:10:00+00:00,2019-12-10 06:50:00+00:00
SENTINEL-5P;CALIPSO,2019-12-02 12:00:00+00:00,2019-12-15 15:00:00+00:00,98.73918694341927,-14.973101262170715,2019-12-07 19:10:00+00:00,2019-12-07 22:25:00+00:00
SENTINEL-5P;CALIPSO,2019-12-02 12:00:00+00:00,2019-12-15 15:00:00+00:00,-14.291754082199356,80.46556379834904,2019-12-05 10:50:00+00:00,2019-12-05 14:25:00+00:00
SENTINEL-5P;CALIPSO,2019-12-02 12:00:00+00:00,2019-12-15 15:00:00+00:00,156.5607009034283,48.1210635194317,2019-12-03 02:50:00+00:00,2019-12-03 06:25:00+00:00
SENTINEL-5P;CALIPSO,2019-12-15 12:00:00+00:00,2019-12-28 15:00:00+00:00,20.115990154334483,23.156153982991537,2019-12-26 12:20:00+00:00,2019-12-26 15:35:00+00:00
SENTINEL-5P;CALIPSO,2019-12-15 12:00:00+00:00,2019-12-28 15:00:00+00:00,-59.36197232445688,-73.41882932872032,2019-12-24 03:55:00+00:00,2019-12-24 07:35:00+00:00
SENTINEL-5P;CALIPSO,2019-12-15 12:00:00+00:00,2019-12-28 15:00:00+00:00,83.19379408862208,-38.65275943279177,2019-12-21 19:55:00+00:00,2019-12-21 23:30:00+00:00
SENTINEL-5P;CALIPSO,2019-12-15 12:00:00+00:00,2019-12-28 15:00:00+00:00,-150.491185697377,-2.379899351539932,2019-12-19 11:55:00+00:00,2019-12-19 15:10:00+00:00
SENTINEL-5P;CALIPSO,2019-12-15 12:00:00+00:00,2019-12-28 15:00:00+00:00,130.07221193791398,70.81758056149451,2019-12-17 03:35:00+00:00,2019-12-17 07:10:00+00:00
SENTINEL-5P;CALIPSO,2019-12-28 12:00:00+00:00,2020-01-10 15:00:00+00:00,3.62325054500168,47.0288261376983,2020-01-09 13:05:00+00:00,2020-01-09 16:30:00+00:00
SENTINEL-5P;CALIPSO,2019-12-28 12:00:00+00:00,2020-01-10 15:00:00+00:00,152.90506766231326,-61.222238272198716,2020-01-07 04:45:00+00:00,2020-01-07 08:15:00+00:00
SENTINEL-5P;CALIPSO,2019-12-28 12:00:00+00:00,2020-01-10 15:00:00+00:00,62.91330321490742,-62.0178214961644,2020-01-04 20:40:00+00:00,2020-01-05 00:15:00+00:00
SENTINEL-5P;CALIPSO,2019-12-28 12:00:00+00:00,2020-01-10 15:00:00+00:00,-165.35855824602436,-26.30710998073951,2020-01-02 12:40:00+00:00,2020-01-02 15:55:00+00:00
SENTINEL-5P;CALIPSO,2019-12-28 12:00:00+00:00,2020-01-10 15:00:00+00:00,14.862915838173144,79.41772670578354,2019-12-31 04:20:00+00:00,2019-12-31 07:55:00+00:00
SENTINEL-5P;CALIPSO,2019-12-28 12:00:00+00:00,2020-01-10 15:00:00+00:00,-110.35028523548199,59.08506523661711,2019-12-28 20:20:00+00:00,2019-12-28 23:55:00+00:00
SENTINEL-5P;CALIPSO,2020-01-10 12:00:00+00:00,2020-01-23 15:00:00+00:00,120.21444301143895,16.80718933379501,2020-01-21 05:45:00+00:00,2020-01-21 09:00:00+00:00
SENTINEL-5P;CALIPSO,2020-01-10 12:00:00+00:00,2020-01-23 15:00:00+00:00,-3.9781219151412013,-81.31597161677487,2020-01-18 21:25:00+00:00,2020-01-19 01:00:00+00:00
SENTINEL-5P;CALIPSO,2020-01-10 12:00:00+00:00,2020-01-23 15:00:00+00:00,177.66868525422456,-50.13303853528598,2020-01-16 13:25:00+00:00,2020-01-16 17:00:00+00:00
SENTINEL-5P;CALIPSO,2020-01-10 12:00:00+00:00,2020-01-23 15:00:00+00:00,-50.50016660247751,4.1619831265237535,2020-01-14 05:20:00+00:00,2020-01-14 08:35:00+00:00
SENTINEL-5P;CALIPSO,2020-01-10 12:00:00+00:00,2020-01-23 15:00:00+00:00,-124.05331949758988,64.74280369488659,2020-01-11 21:00:00+00:00,2020-01-12 00:40:00+00:00
SENTINEL-5P;CALIPSO,2020-01-23 12:00:00+00:00,2020-02-05 15:00:00+00:00,104.39062373900646,41.09172948289385,2020-02-04 06:30:00+00:00,2020-02-04 09:40:00+00:00
SENTINEL-5P;CALIPSO,2020-01-23 12:00:00+00:00,2020-02-05 15:00:00+00:00,-54.89443832463145,-81.0906450840626,2020-02-01 22:05:00+00:00,2020-02-02 01:40:00+00:00
SENTINEL-5P;CALIPSO,2020-01-23 12:00:00+00:00,2020-02-05 15:00:00+00:00,165.3956427697547,-56.103631090928744,2020-01-30 14:05:00+00:00,2020-01-30 17:40:00+00:00
SENTINEL-5P;CALIPSO,2020-01-23 12:00:00+00:00,2020-02-05 15:00:00+00:00,-65.23559539994083,-20.109362147034574,2020-01-28 06:05:00+00:00,2020-01-28 09:20:00+00:00
SENTINEL-5P;CALIPSO,2020-01-23 12:00:00+00:00,2020-02-05 15:00:00+00:00,150.23699465499035,81.75369860408244,2020-01-25 21:45:00+00:00,2020-01-26 01:20:00+00:00
SENTINEL-5P;CALIPSO,2020-01-23 12:00:00+00:00,2020-02-05 15:00:00+00:00,-8.325816806490742,52.98137161884954,2020-01-23 13:45:00+00:00,2020-01-23 17:20:00+00:00
SENTINEL-5P;CALIPSO,2020-02-05 12:00:00+00:00,2020-02-18 15:00:00+00:00,92.77583311569823,47.39480070629329,2020-02-18 07:10:00+00:00,2020-02-18 10:40:00+00:00
SENTINEL-5P;CALIPSO,2020-02-05 12:00:00+00:00,2020-02-18 15:00:00+00:00,-139.85397660637386,11.055901111127312,2020-02-15 23:10:00+00:00,2020-02-16 02:20:00+00:00
SENTINEL-5P;CALIPSO,2020-02-05 12:00:00+00:00,2020-02-18 15:00:00+00:00,152.1250423416189,-62.181676712270615,2020-02-13 14:45:00+00:00,2020-02-13 18:25:00+00:00
SENTINEL-5P;CALIPSO,2020-02-05 12:00:00+00:00,2020-02-18 15:00:00+00:00,-81.40356039278228,-44.36387561257791,2020-02-11 06:50:00+00:00,2020-02-11 10:05:00+00:00
SENTINEL-5P;CALIPSO,2020-02-05 12:00:00+00:00,2020-02-18 15:00:00+00:00,68.8309338338843,63.917586893532004,2020-02-08 22:30:00+00:00,2020-02-09 02:00:00+00:00
SENTINEL-5P;CALIPSO,2020-02-05 12:00:00+00:00,2020-02-18 15:00:00+00:00,-21.027523790158092,59.04645226376655,2020-02-06 14:25:00+00:00,2020-02-06 18:05:00+00:00
SENTINEL-5P;CALIPSO,2020-02-18 12:00:00+00:00,2020-03-02 15:00:00+00:00,-150.69557492551397,17.590646356738127,2020-02-29 23:50:00+00:00,2020-03-01 03:00:00+00:00
SENTINEL-5P;CALIPSO,2020-02-18 12:00:00+00:00,2020-03-02 15:00:00+00:00,136.96727445783026,-68.30124572971009,2020-02-27 15:25:00+00:00,2020-02-27 19:05:00+00:00
SENTINEL-5P;CALIPSO,2020-02-18 12:00:00+00:00,2020-03-02 15:00:00+00:00,-93.26152239318787,-50.7171143300976,2020-02-25 07:30:00+00:00,2020-02-25 11:05:00+00:00
SENTINEL-5P;CALIPSO,2020-02-18 12:00:00+00:00,2020-03-02 15:00:00+00:00,34.7042420894964,-14.503490940600944,2020-02-22 23:30:00+00:00,2020-02-23 02:40:00+00:00
SENTINEL-5P;CALIPSO,2020-02-18 12:00:00+00:00,2020-03-02 15:00:00+00:00,-35.068645529759564,65.17469459762519,2020-02-20 15:05:00+00:00,2020-02-20 18:45:00+00:00
SENTINEL-5P;CALIPSO,2020-03-02 12:00:00+00:00,2020-03-15 15:00:00+00:00,-161.63534108871352,24.284292841844362,2020-03-15 00:30:00+00:00,2020-03-15 03:40:00+00:00
SENTINEL-5P;CALIPSO,2020-03-02 12:00:00+00:00,2020-03-15 15:00:00+00:00,27.258461945376084,-80.62768797534238,2020-03-12 16:10:00+00:00,2020-03-12 19:45:00+00:00
SENTINEL-5P;CALIPSO,2020-03-02 12:00:00+00:00,2020-03-15 15:00:00+00:00,-105.83080669283227,-57.19631361820458,2020-03-10 08:10:00+00:00,2020-03-10 11:45:00+00:00
SENTINEL-5P;CALIPSO,2020-03-02 12:00:00+00:00,2020-03-15 15:00:00+00:00,23.816288994235034,-21.119734827923452,2020-03-08 00:10:00+00:00,2020-03-08 03:20:00+00:00
SENTINEL-5P;CALIPSO,2020-03-02 12:00:00+00:00,2020-03-15 15:00:00+00:00,-126.94144232523186,81.73688860739863,2020-03-05 15:50:00+00:00,2020-03-05 19:25:00+00:00
SENTINEL-5P;CALIPSO,2020-03-02 12:00:00+00:00,2020-03-15 15:00:00+00:00,80.62046951113446,53.819694326472884,2020-03-03 07:50:00+00:00,2020-03-03 11:25:00+00:00
SENTINEL-5P;CALIPSO,2020-03-15 12:00:00+00:00,2020-03-28 15:00:00+00:00,87.90290511397798,-79.51980767346355,2020-03-26 16:45:00+00:00,2020-03-26 20:20:00+00:00
SENTINEL-5P;CALIPSO,2020-03-15 12:00:00+00:00,2020-03-28 15:00:00+00:00,-119.67368483779082,-63.751328634482505,2020-03-24 08:50:00+00:00,2020-03-24 12:25:00+00:00
SENTINEL-5P;CALIPSO,2020-03-15 12:00:00+00:00,2020-03-28 15:00:00+00:00,12.80288710970614,-27.906649782811527,2020-03-22 00:50:00+00:00,2020-03-22 04:00:00+00:00
SENTINEL-5P;CALIPSO,2020-03-15 12:00:00+00:00,2020-03-28 15:00:00+00:00,-172.82735604923997,78.57526589991687,2020-03-19 16:30:00+00:00,2020-03-19 20:00:00+00:00
SENTINEL-5P;CALIPSO,2020-03-15 12:00:00+00:00,2020-03-28 15:00:00+00:00,67.53752596502561,60.344491334649796,2020-03-17 08:30:00+00:00,2020-03-17 12:05:00+00:00
SENTINEL-5P;CALIPSO,2020-03-28 12:00:00+00:00,2020-04-10 15:00:00+00:00,35.937572806451804,-81.88337218184222,2020-04-09 17:25:00+00:00,2020-04-09 21:00:00+00:00
SENTINEL-5P;CALIPSO,2020-03-28 12:00:00+00:00,2020-04-10 15:00:00+00:00,-122.33378119823439,-53.01310253577998,2020-04-07 09:25:00+00:00,2020-04-07 13:00:00+00:00
SENTINEL-5P;CALIPSO,2020-03-28 12:00:00+00:00,2020-04-10 15:00:00+00:00,1.600841931020481,-34.84853257156335,2020-04-05 01:30:00+00:00,2020-04-05 04:40:00+00:00
SENTINEL-5P;CALIPSO,2020-03-28 12:00:00+00:00,2020-04-10 15:00:00+00:00,-114.90289961412385,81.28005563400572,2020-04-02 17:05:00+00:00,2020-04-02 20:40:00+00:00
SENTINEL-5P;CALIPSO,2020-03-28 12:00:00+00:00,2020-04-10 15:00:00+00:00,52.685967102639644,66.9167881139224,2020-03-31 09:10:00+00:00,2020-03-31 12:45:00+00:00
SENTINEL-5P;CALIPSO,2020-03-28 12:00:00+00:00,2020-04-10 15:00:00+00:00,-172.72613972987148,31.13860728741631,2020-03-29 01:10:00+00:00,2020-03-29 04:20:00+00:00
SENTINEL-5P;CALIPSO,2020-04-10 12:00:00+00:00,2020-04-23 15:00:00+00:00,-135.51526422667524,-59.96514990520939,2020-04-21 10:05:00+00:00,2020-04-21 13:40:00+00:00
SENTINEL-5P;CALIPSO,2020-04-10 12:00:00+00:00,2020-04-23 15:00:00+00:00,-9.890988379412049,-41.928941484152006,2020-04-19 02:10:00+00:00,2020-04-19 05:15:00+00:00
SENTINEL-5P;CALIPSO,2020-04-10 12:00:00+00:00,2020-04-23 15:00:00+00:00,-172.4297567163884,80.99486693201901,2020-04-16 17:45:00+00:00,2020-04-16 21:20:00+00:00
SENTINEL-5P;CALIPSO,2020-04-10 12:00:00+00:00,2020-04-23 15:00:00+00:00,51.31158198073087,56.3272248237751,2020-04-14 09:45:00+00:00,2020-04-14 13:20:00+00:00
SENTINEL-5P;CALIPSO,2020-04-10 12:00:00+00:00,2020-04-23 15:00:00+00:00,175.95001007556644,38.15630263366548,2020-04-12 01:50:00+00:00,2020-04-12 04:55:00+00:00
SENTINEL-5P;CALIPSO,2020-04-23 12:00:00+00:00,2020-05-06 15:00:00+00:00,-139.4364258116593,-49.473357835965395,2020-05-05 10:40:00+00:00,2020-05-05 14:15:00+00:00
SENTINEL-5P;CALIPSO,2020-04-23 12:00:00+00:00,2020-05-06 15:00:00+00:00,-16.082959076678335,-31.197919732300715,2020-05-03 02:45:00+00:00,2020-05-03 05:50:00+00:00
SENTINEL-5P;CALIPSO,2020-04-23 12:00:00+00:00,2020-05-06 15:00:00+00:00,-114.13325600348344,79.371126097646,2020-04-30 18:20:00+00:00,2020-04-30 21:55:00+00:00
SENTINEL-5P;CALIPSO,2020-04-23 12:00:00+00:00,2020-05-06 15:00:00+00:00,37.35175098549332,63.34955600750757,2020-04-28 10:25:00+00:00,2020-04-28 14:00:00+00:00
SENTINEL-5P;CALIPSO,2020-04-23 12:00:00+00:00,2020-05-06 15:00:00+00:00,169.56989946923738,27.293382263041977,2020-04-26 02:25:00+00:00,2020-04-26 05:35:00+00:00
SENTINEL-5P;CALIPSO,2020-04-23 12:00:00+00:00,2020-05-06 15:00:00+00:00,-14.562350121138053,-78.94287226013726,2020-04-23 18:05:00+00:00,2020-04-23 21:35:00+00:00
SENTINEL-5P;CALIPSO,2020-05-06 12:00:00+00:00,2020-05-19 15:00:00+00:00,161.9454983697631,-49.551399804479864,2020-05-19 14:35:00+00:00,2020-05-19 14:50:00+00:00
SENTINEL-5P;CALIPSO,2020-05-06 12:00:00+00:00,2020-05-19 15:00:00+00:00,-152.2560406858539,-56.81296416294686,2020-05-19 11:20:00+00:00,2020-05-19 14:25:00+00:00
SENTINEL-5P;CALIPSO,2020-05-06 12:00:00+00:00,2020-05-19 15:00:00+00:00,-22.80234343781615,-20.583482801160134,2020-05-17 03:20:00+00:00,2020-05-17 06:30:00+00:00
SENTINEL-5P;CALIPSO,2020-05-06 12:00:00+00:00,2020-05-19 15:00:00+00:00,-97.40062439307248,70.67424228479571,2020-05-14 18:55:00+00:00,2020-05-14 22:30:00+00:00
SENTINEL-5P;CALIPSO,2020-05-06 12:00:00+00:00,2020-05-19 15:00:00+00:00,-11.903071373774143,45.672999433358676,2020-05-12 14:15:00+00:00,2020-05-12 14:35:00+00:00
SENTINEL-5P;CALIPSO,2020-05-06 12:00:00+00:00,2020-05-19 15:00:00+00:00,34.34233545995953,53.001907224242395,2020-05-12 11:00:00+00:00,2020-05-12 14:10:00+00:00
SENTINEL-5P;CALIPSO,2020-05-06 12:00:00+00:00,2020-05-19 15:00:00+00:00,158.28519810373533,34.70117477988276,2020-05-10 03:05:00+00:00,2020-05-10 06:10:00+00:00
SENTINEL-5P;CALIPSO,2020-05-06 12:00:00+00:00,2020-05-19 15:00:00+00:00,41.785277935392685,-81.31388467225884,2020-05-07 18:40:00+00:00,2020-05-07 22:15:00+00:00
SENTINEL-5P;CALIPSO,2020-05-19 12:00:00+00:00,2020-06-01 15:00:00+00:00,-33.969324169651074,-28.24726706749878,2020-05-31 04:00:00+00:00,2020-05-31 07:05:00+00:00
SENTINEL-5P;CALIPSO,2020-05-19 12:00:00+00:00,2020-06-01 15:00:00+00:00,-122.15452237090108,77.2305255933223,2020-05-28 19:35:00+00:00,2020-05-28 23:10:00+00:00
SENTINEL-5P;CALIPSO,2020-05-19 12:00:00+00:00,2020-06-01 15:00:00+00:00,-38.29141953481306,70.5108760679607,2020-05-26 15:00:00+00:00,2020-05-26 15:05:00+00:00
SENTINEL-5P;CALIPSO,2020-05-19 12:00:00+00:00,2020-06-01 15:00:00+00:00,29.090188411911438,42.65289899768109,2020-05-26 11:35:00+00:00,2020-05-26 14:45:00+00:00
SENTINEL-5P;CALIPSO,2020-05-19 12:00:00+00:00,2020-06-01 15:00:00+00:00,151.6734180687582,24.19022522051072,2020-05-24 03:40:00+00:00,2020-05-24 06:45:00+00:00
SENTINEL-5P;CALIPSO,2020-05-19 12:00:00+00:00,2020-06-01 15:00:00+00:00,71.70340226290504,-74.08230176352748,2020-05-21 19:15:00+00:00,2020-05-21 22:50:00+00:00
SENTINEL-5P;CALIPSO,2020-05-19 12:00:00+00:00,2020-06-01 15:00:00+00:00,161.9454983697631,-49.551399804479864,2020-05-19 14:35:00+00:00,2020-05-19 14:50:00+00:00
SENTINEL-5P;CALIPSO,2020-05-19 12:00:00+00:00,2020-06-01 15:00:00+00:00,26.75483488127841,23.41502358503681,2020-05-19 12:00:00+00:00,2020-05-19 14:25:00+00:00
SENTINEL-5P;CALIPSO,2020-06-01 12:00:00+00:00,2020-06-14 15:00:00+00:00,-40.83838105556696,-17.99338349833171,2020-06-14 04:35:00+00:00,2020-06-14 07:40:00+00:00
SENTINEL-5P;CALIPSO,2020-06-01 12:00:00+00:00,2020-06-14 15:00:00+00:00,70.7034219134749,81.75172995816803,2020-06-14 04:05:00+00:00,2020-06-14 04:20:00+00:00
SENTINEL-5P;CALIPSO,2020-06-01 12:00:00+00:00,2020-06-14 15:00:00+00:00,-112.8297877059911,68.24978450705845,2020-06-11 20:10:00+00:00,2020-06-11 23:45:00+00:00
